"No.","Time","Source","Destination","Protocol","Length","Info"
"459","31.812305","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=ffbe7d6c7ed12cd4, PKN: 6, PADDING, PING, PADDING"
"460","31.812471","34.144.254.29","192.168.0.104","TLSv1.2","1466","Application Data"
"461","31.812471","34.144.254.29","192.168.0.104","TLSv1.2","111","Application Data"
"462","31.813510","192.168.0.104","34.144.254.29","TCP","54","56138  >  443 [ACK] Seq=389 Ack=2106 Win=255 Len=0"
"463","31.814881","142.250.192.138","192.168.0.104","QUIC","68","Protected Payload (KP0)"
"464","31.819839","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 5, ACK, PADDING"
"465","31.843265","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=ffbe7d6c7ed12cd4, PKN: 8, PADDING, PING, PADDING"
"466","31.851547","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 6, ACK, PADDING"
"467","31.854366","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 7, CRYPTO, PADDING"
"468","31.854366","142.250.192.138","192.168.0.104","QUIC","332","Protected Payload (KP0)"
"469","31.854366","142.250.192.138","192.168.0.104","QUIC","1002","Protected Payload (KP0)"
"470","31.854366","142.250.192.138","192.168.0.104","QUIC","81","Protected Payload (KP0)"
"471","31.854366","142.250.192.138","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"472","31.855218","216.239.32.180","192.168.0.104","QUIC","569","Protected Payload (KP0)"
"473","31.855218","216.239.32.180","192.168.0.104","QUIC","63","Protected Payload (KP0)"
"474","31.855724","192.168.0.104","142.250.192.138","QUIC","120","Handshake, DCID=ffbe7d6c7ed12cd4"
"475","31.855970","192.168.0.104","142.250.192.138","QUIC","73","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"476","31.856371","192.168.0.104","216.239.32.180","QUIC","77","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"477","31.856448","192.168.0.104","142.250.192.138","QUIC","1288","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"478","31.856594","192.168.0.104","142.250.192.138","QUIC","1292","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"479","31.856746","192.168.0.104","142.250.192.138","QUIC","379","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"480","31.856873","192.168.0.104","142.250.192.138","QUIC","137","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"481","31.862817","142.250.192.138","192.168.0.104","QUIC","162","Protected Payload (KP0)"
"482","31.863812","142.250.192.138","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"483","31.863812","142.250.192.138","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"484","31.863812","142.250.192.138","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"485","31.890145","142.250.192.138","192.168.0.104","QUIC","72","Protected Payload (KP0)"
"486","31.890145","216.239.32.180","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"487","31.891860","192.168.0.104","142.250.192.138","QUIC","73","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"488","31.965931","3.210.9.156","192.168.0.104","TCP","54","443  >  56564 [ACK] Seq=1 Ack=518 Win=28160 Len=0"
"489","31.965931","3.210.9.156","192.168.0.104","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"490","31.967606","3.210.9.156","192.168.0.104","TCP","1494","443  >  56564 [ACK] Seq=1441 Ack=518 Win=28160 Len=1440 [TCP PDU reassembled in 491]"
"491","31.967606","3.210.9.156","192.168.0.104","TLSv1.3","1494","Application Data"
"492","31.967606","3.210.9.156","192.168.0.104","TLSv1.3","117","Application Data, Application Data"
"493","31.968316","192.168.0.104","3.210.9.156","TCP","54","56564  >  443 [ACK] Seq=518 Ack=4384 Win=65280 Len=0"
"494","31.969219","192.168.0.104","3.210.9.156","TLSv1.3","1437","Change Cipher Spec, Application Data, Application Data"
"495","32.095761","142.250.192.138","192.168.0.104","QUIC","1252","Protected Payload (KP0)"
"496","32.096604","142.250.192.138","192.168.0.104","QUIC","63","Protected Payload (KP0)"
"497","32.097028","192.168.0.104","142.250.192.138","QUIC","77","Protected Payload (KP0), DCID=ffbe7d6c7ed12cd4"
"498","32.129098","142.250.192.138","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"499","32.181471","3.210.9.156","192.168.0.104","TCP","54","443  >  56564 [ACK] Seq=4384 Ack=1901 Win=30976 Len=0"
"500","32.181471","3.210.9.156","192.168.0.104","TLSv1.3","233","Application Data"
"501","32.183171","192.168.0.104","3.210.9.156","TLSv1.3","81","Application Data"
"502","32.414798","3.210.9.156","192.168.0.104","TLSv1.3","449","Application Data"
"503","32.414798","3.210.9.156","192.168.0.104","TCP","54","443  >  56564 [FIN, ACK] Seq=4958 Ack=1928 Win=30976 Len=0"
"504","32.416510","192.168.0.104","3.210.9.156","TCP","54","56564  >  443 [ACK] Seq=1928 Ack=4959 Win=64768 Len=0"
"505","32.417080","192.168.0.104","3.210.9.156","TLSv1.3","78","Application Data"
"506","32.417699","192.168.0.104","3.210.9.156","TCP","54","56564  >  443 [FIN, ACK] Seq=1952 Ack=4959 Win=64768 Len=0"
"507","32.421943","192.168.0.104","54.237.41.149","TLSv1.2","168","Ignored Unknown Record"
"508","32.422221","192.168.0.104","54.237.41.149","TLSv1.2","93","Application Data"
"509","32.619084","54.237.41.149","192.168.0.104","TCP","54","443  >  56136 [ACK] Seq=1 Ack=116 Win=338 Len=0"
"510","32.619084","54.237.41.149","192.168.0.104","TCP","54","443  >  56136 [ACK] Seq=1 Ack=155 Win=338 Len=0"
"511","32.619084","54.237.41.149","192.168.0.104","TLSv1.2","93","Application Data"
"512","32.626293","54.237.41.149","192.168.0.104","TLSv1.2","410","Application Data"
"513","32.626293","54.237.41.149","192.168.0.104","TLSv1.2","85","Application Data"
"514","32.627899","192.168.0.104","54.237.41.149","TCP","54","56136  >  443 [ACK] Seq=155 Ack=427 Win=251 Len=0"
"515","32.628963","192.168.0.104","54.237.41.149","TLSv1.2","89","Application Data"
"516","32.629346","3.210.9.156","192.168.0.104","TCP","54","443  >  56564 [ACK] Seq=4959 Ack=1953 Win=30720 Len=0"
"517","32.868843","54.237.41.149","192.168.0.104","TCP","54","443  >  56136 [ACK] Seq=427 Ack=190 Win=338 Len=0"
"518","33.094340","216.239.32.180","192.168.0.104","QUIC","601","Protected Payload (KP0)"
"519","33.094340","216.239.32.180","192.168.0.104","QUIC","137","Protected Payload (KP0)"
"520","33.094340","216.239.32.180","192.168.0.104","QUIC","64","Protected Payload (KP0)"
"521","33.096168","192.168.0.104","216.239.32.180","QUIC","77","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"522","33.122364","192.168.0.104","216.239.32.180","QUIC","74","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"523","33.130413","216.239.32.180","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"524","34.554555","140.82.114.26","192.168.0.104","TLSv1.2","79","Application Data"
"525","34.556555","192.168.0.104","140.82.114.26","TLSv1.2","83","Ignored Unknown Record[Illegal Segments]"
"526","34.814392","140.82.114.26","192.168.0.104","TCP","54","443  >  56503 [ACK] Seq=26 Ack=31 Win=76 Len=0"
"527","35.436134","192.168.0.104","142.250.70.106","UDP","71","58183  >  443 Len=29"
"528","35.448905","142.250.70.106","192.168.0.104","UDP","67","443  >  58183 Len=25"
"529","36.135165","192.168.0.104","142.250.192.106","UDP","71","60595  >  443 Len=29"
"530","36.145545","142.250.192.106","192.168.0.104","UDP","67","443  >  60595 Len=25"
"531","36.276737","192.168.0.104","150.171.31.254","TCP","55","56546  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1"
"532","36.294019","150.171.31.254","192.168.0.104","TCP","66","443  >  56546 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"533","36.430801","192.168.0.104","150.171.69.254","TCP","55","56547  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"534","36.448440","150.171.69.254","192.168.0.104","TCP","66","443  >  56547 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"535","37.847828","192.168.0.104","52.229.68.250","TCP","55","56548  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"536","37.973059","192.168.0.104","204.79.197.222","TCP","55","56550  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"537","37.990110","204.79.197.222","192.168.0.104","TCP","66","443  >  56550 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"538","38.068907","52.229.68.250","192.168.0.104","TCP","66","443  >  56548 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"539","38.168009","fe80::1e3b:f3ff:fe1d:8784","ff02::1","ICMPv6","78","Router Advertisement from 1c:3b:f3:1d:87:84"
"540","40.645905","142.250.70.106","192.168.0.104","UDP","121","443  >  58183 Len=79"
"541","40.658276","192.168.0.104","142.250.70.106","UDP","75","58183  >  443 Len=33"
"542","41.210780","142.250.192.106","192.168.0.104","UDP","121","443  >  60595 Len=79"
"543","41.214099","192.168.0.104","142.250.192.106","UDP","75","60595  >  443 Len=33"
"544","41.313682","192.168.0.104","34.144.254.29","TCP","55","56140  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"545","41.321997","34.144.254.29","192.168.0.104","TCP","66","443  >  56140 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"546","41.468730","192.168.0.104","142.250.71.106","UDP","71","64082  >  443 Len=29"
"547","41.480782","142.250.71.106","192.168.0.104","UDP","67","443  >  64082 Len=25"
"548","42.438763","192.168.0.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"549","45.857295","fe80::1e3b:f3ff:fe1d:8784","ff02::1","ICMPv6","78","Router Advertisement from 1c:3b:f3:1d:87:84"
"550","46.172343","192.168.0.104","192.168.0.1","DNS","79","Standard query 0x59e2 A default.exp-tas.com"
"551","46.184026","192.168.0.1","192.168.0.104","DNS","161","Standard query response 0x59e2 A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93"
"552","46.188983","192.168.0.104","13.107.5.93","TCP","66","56565  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"553","46.208008","13.107.5.93","192.168.0.104","TCP","66","443  >  56565 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"554","46.209885","192.168.0.104","13.107.5.93","TCP","54","56565  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"555","46.210740","192.168.0.104","13.107.5.93","TLSv1.3","571","Client Hello (SNI=default.exp-tas.com)"
"556","46.229554","13.107.5.93","192.168.0.104","TCP","54","443  >  56565 [ACK] Seq=1 Ack=518 Win=4194048 Len=0"
"557","46.229554","13.107.5.93","192.168.0.104","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"558","46.232088","192.168.0.104","13.107.5.93","TLSv1.3","398","Change Cipher Spec, Client Hello (SNI=default.exp-tas.com)"
"559","46.250870","13.107.5.93","192.168.0.104","TCP","54","443  >  56565 [ACK] Seq=100 Ack=862 Win=4193792 Len=0"
"560","46.253920","13.107.5.93","192.168.0.104","TLSv1.3","1494","Server Hello"
"561","46.253920","13.107.5.93","192.168.0.104","TCP","1494","443  >  56565 [ACK] Seq=1540 Ack=862 Win=4193792 Len=1440 [TCP PDU reassembled in 562]"
"562","46.253920","13.107.5.93","192.168.0.104","TLSv1.3","1352","Application Data"
"563","46.255055","192.168.0.104","13.107.5.93","TCP","54","56565  >  443 [ACK] Seq=862 Ack=4278 Win=65280 Len=0"
"564","46.256962","192.168.0.104","13.107.5.93","TLSv1.3","660","Application Data, Application Data"
"565","46.275762","13.107.5.93","192.168.0.104","TCP","54","443  >  56565 [ACK] Seq=4278 Ack=1468 Win=4194560 Len=0"
"566","46.275762","13.107.5.93","192.168.0.104","TLSv1.3","513","Application Data"
"567","46.329075","13.107.5.93","192.168.0.104","TCP","1494","443  >  56565 [ACK] Seq=4737 Ack=1468 Win=4194560 Len=1440 [TCP PDU reassembled in 568]"
"568","46.329075","13.107.5.93","192.168.0.104","TLSv1.3","77","Application Data"
"569","46.329075","13.107.5.93","192.168.0.104","TLSv1.3","1100","Application Data"
"570","46.329075","13.107.5.93","192.168.0.104","TLSv1.3","1100","Application Data"
"571","46.329075","13.107.5.93","192.168.0.104","TLSv1.3","544","Application Data"
"572","46.330656","192.168.0.104","13.107.5.93","TCP","54","56565  >  443 [ACK] Seq=1468 Ack=4737 Win=65024 Len=0"
"573","46.331471","192.168.0.104","13.107.5.93","TCP","54","56565  >  443 [ACK] Seq=1468 Ack=8782 Win=65280 Len=0"
"574","46.524623","192.168.0.104","192.168.0.1","DNS","79","Standard query 0xd2c5 A clients4.google.com"
"575","46.526876","192.168.0.104","192.168.0.1","DNS","79","Standard query 0x911e HTTPS clients4.google.com"
"576","46.535488","192.168.0.1","192.168.0.104","DNS","119","Standard query response 0xd2c5 A clients4.google.com CNAME clients.l.google.com A 142.250.76.206"
"577","46.537672","192.168.0.1","192.168.0.104","DNS","153","Standard query response 0x911e HTTPS clients4.google.com CNAME clients.l.google.com SOA ns1.google.com"
"578","46.542106","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=29eb828a79a90441, PKN: 1, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"579","46.542316","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=29eb828a79a90441, PKN: 2, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"580","46.543678","192.168.0.104","142.250.76.206","QUIC","123","0-RTT, DCID=29eb828a79a90441"
"581","46.549515","142.250.76.206","192.168.0.104","QUIC","82","Initial, SCID=e9eb828a79a90441, PKN: 1, ACK"
"582","46.550108","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=e9eb828a79a90441, PKN: 2, ACK, PADDING"
"583","46.563237","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=e9eb828a79a90441, PKN: 5, PADDING, PING, PADDING"
"584","46.570833","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=e9eb828a79a90441, PKN: 3, ACK, PADDING"
"585","46.596434","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=e9eb828a79a90441, PKN: 7, PADDING, PING, PADDING"
"586","46.604196","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=e9eb828a79a90441, PKN: 4, ACK, PADDING"
"587","46.609331","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=e9eb828a79a90441, PKN: 5, CRYPTO, PADDING"
"588","46.609331","142.250.76.206","192.168.0.104","QUIC","339","Protected Payload (KP0)"
"589","46.609331","142.250.76.206","192.168.0.104","QUIC","994","Protected Payload (KP0)"
"590","46.609331","142.250.76.206","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"591","46.610801","192.168.0.104","142.250.76.206","QUIC","120","Handshake, DCID=e9eb828a79a90441"
"592","46.611108","192.168.0.104","142.250.76.206","QUIC","73","Protected Payload (KP0), DCID=e9eb828a79a90441"
"593","46.611458","192.168.0.104","142.250.76.206","QUIC","1288","Protected Payload (KP0), DCID=e9eb828a79a90441"
"594","46.611625","192.168.0.104","142.250.76.206","QUIC","1292","Protected Payload (KP0), DCID=e9eb828a79a90441"
"595","46.611776","192.168.0.104","142.250.76.206","QUIC","1292","Protected Payload (KP0), DCID=e9eb828a79a90441"
"596","46.611940","192.168.0.104","142.250.76.206","QUIC","1168","Protected Payload (KP0), DCID=e9eb828a79a90441"
"597","46.617826","142.250.76.206","192.168.0.104","QUIC","162","Protected Payload (KP0)"
"598","46.619166","142.250.76.206","192.168.0.104","QUIC","71","Protected Payload (KP0)"
"599","46.619166","142.250.76.206","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"600","46.619166","142.250.76.206","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"601","46.619905","192.168.0.104","142.250.76.206","QUIC","74","Protected Payload (KP0), DCID=e9eb828a79a90441"
"602","46.644551","142.250.76.206","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"603","46.645229","192.168.0.104","192.168.0.1","DNS","89","Standard query 0xa694 A clientservices.googleapis.com"
"604","46.646856","192.168.0.104","192.168.0.1","DNS","89","Standard query 0xafc1 HTTPS clientservices.googleapis.com"
"605","46.656578","192.168.0.1","192.168.0.104","DNS","105","Standard query response 0xa694 A clientservices.googleapis.com A 142.251.42.3"
"606","46.657645","192.168.0.1","192.168.0.104","DNS","146","Standard query response 0xafc1 HTTPS clientservices.googleapis.com SOA ns1.google.com"
"607","46.662322","192.168.0.104","142.251.42.3","QUIC","1292","Initial, DCID=e0e8ddfbac068080, PKN: 1, PADDING, PING, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO"
"608","46.662546","192.168.0.104","142.251.42.3","QUIC","1292","Initial, DCID=e0e8ddfbac068080, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING"
"609","46.663888","192.168.0.104","142.251.42.3","QUIC","124","0-RTT, DCID=e0e8ddfbac068080"
"610","46.670378","142.251.42.3","192.168.0.104","QUIC","82","Initial, SCID=e0e8ddfbac068080, PKN: 1, ACK"
"611","46.670907","142.251.42.3","192.168.0.104","QUIC","1292","Initial, SCID=e0e8ddfbac068080, PKN: 2, ACK, PADDING"
"612","46.689559","192.168.0.104","142.251.42.3","QUIC","1292","Initial, DCID=e0e8ddfbac068080, PKN: 5, PADDING, PING, PADDING"
"613","46.698051","142.251.42.3","192.168.0.104","QUIC","1292","Initial, SCID=e0e8ddfbac068080, PKN: 3, ACK, PADDING"
"614","46.720175","192.168.0.104","142.251.42.3","QUIC","1292","Initial, DCID=e0e8ddfbac068080, PKN: 7, PADDING, PING, PADDING"
"615","46.728388","142.251.42.3","192.168.0.104","QUIC","1292","Initial, SCID=e0e8ddfbac068080, PKN: 4, ACK, PADDING"
"616","46.730679","142.251.42.3","192.168.0.104","QUIC","1292","Initial, SCID=e0e8ddfbac068080, PKN: 5, CRYPTO, PADDING"
"617","46.730679","142.251.42.3","192.168.0.104","QUIC","341","Protected Payload (KP0)"
"618","46.730679","142.251.42.3","192.168.0.104","QUIC","993","Protected Payload (KP0)"
"619","46.730679","142.251.42.3","192.168.0.104","QUIC","86","Protected Payload (KP0)"
"620","46.730679","142.251.42.3","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"621","46.732191","192.168.0.104","142.251.42.3","QUIC","120","Handshake, DCID=e0e8ddfbac068080"
"622","46.732433","192.168.0.104","142.251.42.3","QUIC","73","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"623","46.732778","192.168.0.104","142.251.42.3","QUIC","1288","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"624","46.732964","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"625","46.733158","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"626","46.733340","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"627","46.733560","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"628","46.733741","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"629","46.733916","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"630","46.734084","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"631","46.734234","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"632","46.734412","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"633","46.734615","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"634","46.734771","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"635","46.734927","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"636","46.735075","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"637","46.735225","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"638","46.735383","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"639","46.735539","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"640","46.735690","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"641","46.735836","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"642","46.735983","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"643","46.736129","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"644","46.736275","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"645","46.736431","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"646","46.736585","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"647","46.736743","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"648","46.736892","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"649","46.737040","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"650","46.737187","192.168.0.104","142.251.42.3","QUIC","1292","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"651","46.737341","192.168.0.104","142.251.42.3","QUIC","89","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"652","46.739805","142.251.42.3","192.168.0.104","QUIC","162","Protected Payload (KP0)"
"653","46.741038","142.251.42.3","192.168.0.104","QUIC","71","Protected Payload (KP0)"
"654","46.741038","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"655","46.741038","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"656","46.741547","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"657","46.741853","192.168.0.104","142.251.42.3","QUIC","73","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"658","46.741961","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"659","46.741961","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"660","46.742489","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"661","46.742489","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"662","46.743193","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"663","46.743193","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"664","46.743831","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"665","46.743831","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"666","46.744323","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"667","46.744323","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"668","46.744883","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"669","46.744883","142.251.42.3","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"670","46.856864","142.250.76.206","192.168.0.104","QUIC","534","Protected Payload (KP0)"
"671","46.856864","142.250.76.206","192.168.0.104","QUIC","269","Protected Payload (KP0)"
"672","46.859434","192.168.0.104","142.250.76.206","QUIC","77","Protected Payload (KP0), DCID=e9eb828a79a90441"
"673","46.892394","142.250.76.206","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"674","46.903164","142.250.71.106","192.168.0.104","UDP","80","443  >  64082 Len=38"
"675","46.906662","192.168.0.104","142.250.71.106","UDP","75","64082  >  443 Len=33"
"676","46.953537","192.168.0.104","142.251.42.3","QUIC","71","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"677","46.986545","142.251.42.3","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"678","47.049288","192.168.0.104","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"679","47.203591","192.168.0.104","142.251.42.3","QUIC","71","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"680","47.237027","142.251.42.3","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"681","47.253046","142.251.42.3","192.168.0.104","QUIC","534","Protected Payload (KP0)"
"682","47.259870","142.251.42.3","192.168.0.104","QUIC","122","Protected Payload (KP0)"
"683","47.260764","192.168.0.104","142.251.42.3","QUIC","77","Protected Payload (KP0), DCID=e0e8ddfbac068080"
"684","47.293707","142.251.42.3","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"685","47.457812","192.168.0.104","216.239.32.180","QUIC","388","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"686","47.473439","192.168.0.104","192.168.0.1","DNS","75","Standard query 0xe291 A ssl.gstatic.com"
"687","47.484213","192.168.0.1","192.168.0.104","DNS","91","Standard query response 0xe291 A ssl.gstatic.com A 142.250.192.35"
"688","47.491633","192.168.0.104","192.168.0.1","DNS","75","Standard query 0x3f00 A ssl.gstatic.com"
"689","47.492326","216.239.32.180","192.168.0.104","QUIC","70","Protected Payload (KP0)"
"690","47.494183","192.168.0.104","192.168.0.1","DNS","75","Standard query 0x657f HTTPS ssl.gstatic.com"
"691","47.501448","192.168.0.1","192.168.0.104","DNS","91","Standard query response 0x3f00 A ssl.gstatic.com A 142.250.192.35"
"692","47.504837","192.168.0.1","192.168.0.104","DNS","132","Standard query response 0x657f HTTPS ssl.gstatic.com SOA ns1.google.com"
"693","47.509416","192.168.0.104","142.250.192.35","QUIC","1292","Initial, DCID=1bbead5d408ae203, PKN: 1, CRYPTO, PING, PING, PING, CRYPTO, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PING, PING, PING"
"694","47.509536","192.168.0.104","142.250.192.35","QUIC","1292","Initial, DCID=1bbead5d408ae203, PKN: 2, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO"
"695","47.509722","192.168.0.104","142.250.192.35","QUIC","123","0-RTT, DCID=1bbead5d408ae203"
"696","47.510162","192.168.0.104","142.250.192.35","QUIC","544","0-RTT, DCID=1bbead5d408ae203"
"697","47.510320","192.168.0.104","142.250.192.35","QUIC","149","0-RTT, DCID=1bbead5d408ae203"
"698","47.519584","142.250.192.35","192.168.0.104","QUIC","82","Initial, SCID=fbbead5d408ae203, PKN: 1, ACK"
"699","47.519584","142.250.192.35","192.168.0.104","QUIC","1292","Initial, SCID=fbbead5d408ae203, PKN: 2, ACK, PADDING"
"700","47.520934","192.168.0.104","216.239.32.180","QUIC","74","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"701","47.533946","192.168.0.104","142.250.192.35","QUIC","1292","Initial, DCID=fbbead5d408ae203, PKN: 7, PADDING, PING, PADDING"
